OFFSET,TOKEN,LEMMA,UPOS,XPOS,MORPH,HEAD,DEPREL,,,SMWE,,LEXLEMMA,SS,SS2
8,Geschichte,geschichte,NOUN,NN,Number=Sing,22,nsubj,_,_,_,_,_,_,_
9,von,von,APPR,APPR,_,11,case,_,_,_,_,von,p.Topic,p.Source
10,der,der,ART,ART,_,11,det,_,_,_,_,_,_,_
11,Schlange,schlange,NOUN,NN,Number=Sing,22,nmod,_,_,_,_,_,_,_
12,und,und,KON,KON,_,11,cc,_,_,_,_,_,_,_
13,der,der,ART,ART,_,14,det,_,_,_,_,_,_,_
14,Verabredung,verabredung,NOUN,NN,Number=Sing,11,conj,_,_,_,_,_,_,_
15,mit,mit,APPR,APPR,_,17,case,_,_,_,_,mit,p.Topic,p.Accompanier
16,dem,dem,ART,ART,_,17,det,_,_,_,_,_,_,_
17,Stern,stern,NOUN,NN,Number=Sing,11,nmod,_,_,_,_,_,_,_
18,nicht,nicht,PTKNEG,PTKNEG,_,19,neg,_,_,_,_,_,_,_
19,nur,nur,ADV,ADV,_,22,advmod,_,_,_,_,_,_,_
20,ein,ein,ART,ART,_,22,det,_,_,_,_,_,_,_
21,böser,böser,ADJA,ADJA,_,22,amod,_,_,_,_,_,_,_
22,Traum,traum,NOUN,NN,Number=Sing,4,ccomp,_,_,_,_,_,_,_
23,...,...,$[,$[,_,22,punct,_,_,_,_,_,_,_
24,?,?,$.,$.,_,4,punct,_,_,_,_,_,_,_
25,'','',VVPP,VVPP,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Aber er antwortete nicht auf meine Frage .,,,,,,,,,,,,,,
1,Aber,aber,KON,KON,_,3,cc,_,_,_,_,_,_,_
2,er,er,PPER,PPER,_,3,nsubj,_,_,_,_,_,_,_
3,antwortete,antwortete,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
4,nicht,nicht,PTKNEG,PTKNEG,_,3,neg,_,_,_,_,_,_,_
5,auf,auf,APPR,APPR,_,7,case,_,_,_,_,auf,p.Stimulus,p.Goal
6,meine,meine,PPOSAT,PPOSAT,_,7,det,_,_,_,_,meine,p.Originator,p.Gestalt
7,Frage,frage,NOUN,NN,Number=Sing,3,nmod,_,_,_,_,_,_,_
8,.,.,$.,$.,_,3,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Er sagte : - `` Das , was zählt , sieht man nicht ... ''",,,,,,,,,,,,,,
1,Er,er,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
2,sagte,sagte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,:,:,$.,$.,_,2,punct,_,_,_,_,_,_,_
4,-,-,$[,$[,_,2,punct,_,_,_,_,_,_,_
5,``,``,ADJD,ADJD,_,9,punct,_,_,_,_,_,_,_
6,Das,das,PDS,PDS,_,9,dobj,_,_,_,_,_,_,_
7,",",",","$,","$,",_,9,punct,_,_,_,_,_,_,_
8,was,was,PWS,PWS,_,9,nsubj,_,_,_,_,_,_,_
9,zählt,zählt,VVFIN,VVFIN,_,2,acl,_,_,_,_,_,_,_
10,",",",","$,","$,",_,9,punct,_,_,_,_,_,_,_
11,sieht,sieht,VVFIN,VVFIN,_,9,conj,_,_,_,_,_,_,_
12,man,man,PIS,PIS,_,11,dobj,_,_,_,_,_,_,_
13,nicht,nicht,PTKNEG,PTKNEG,_,14,neg,_,_,_,_,_,_,_
14,...,...,$[,$[,_,12,punct,_,_,_,_,_,_,_
15,'','',VVFIN,VVFIN,_,14,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Natürlich ... '',,,,,,,,,,,,,,
1,-,-,$[,$[,_,3,punct,_,_,_,_,_,_,_
2,``,``,NE,NE,_,3,punct,_,_,_,_,_,_,_
3,Natürlich,natürlich,ADV,ADV,_,0,root,_,_,_,_,_,_,_
4,...,...,$[,$[,_,3,punct,_,_,_,_,_,_,_
5,'','',VVFIN,VVFIN,_,3,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Es ist so wie mit der Blume .,,,,,,,,,,,,,,
1,-,-,$[,$[,_,4,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,4,punct,_,_,_,_,_,_,_
3,Es,es,PPER,PPER,_,4,expl,_,_,_,_,_,_,_
4,ist,ist,VAFIN,VAFIN,_,0,root,_,_,_,_,_,_,_
5,so,so,ADV,ADV,_,4,mwe,_,_,_,_,_,_,_
6,wie,wie,KOKOM,KOKOM,_,5,dep,_,_,_,_,wie,p.ComparisonRef,p.ComparisonRef
7,mit,mit,APPR,APPR,_,9,case,_,_,_,_,_,_,_
8,der,der,ART,ART,_,9,det,_,_,_,_,_,_,_
9,Blume,blume,NOUN,NN,Number=Sing,6,nmod,_,_,_,_,_,_,_
10,.,.,$.,$.,_,6,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Wenn du eine Blume liebst , die auf einem Stern wächst , ist es schön , nachts in den Himmel zu schauen .",,,,,,,,,,,,,,
1,Wenn,wenn,KOUS,KOUS,_,5,mark,_,_,_,_,_,_,_
2,du,du,PPER,PPER,_,5,nsubj,_,_,_,_,_,_,_
3,eine,eine,ART,ART,_,4,det,_,_,_,_,_,_,_
4,Blume,blume,NOUN,NN,Number=Sing,5,dobj,_,_,_,_,_,_,_
5,liebst,liebst,VVFIN,VVFIN,_,15,advcl,_,_,_,_,_,_,_
6,",",",","$,","$,",_,5,punct,_,_,_,_,_,_,_
7,die,die,PRELS,PRELS,_,11,nsubj,_,_,_,_,_,_,_
8,auf,auf,APPR,APPR,_,10,case,_,_,_,_,auf,p.Locus,p.Locus
9,einem,einem,ART,ART,_,10,det,_,_,_,_,_,_,_
10,Stern,stern,NOUN,NN,Number=Sing,11,nmod,_,_,_,_,_,_,_
11,wächst,wächst,VVFIN,VVFIN,_,5,acl,_,_,_,_,_,_,_
12,",",",","$,","$,",_,11,punct,_,_,_,_,_,_,_
13,ist,ist,VAFIN,VAFIN,_,15,cop,_,_,_,_,_,_,_
14,es,es,PPER,PPER,_,15,nsubj,_,_,_,_,_,_,_
15,schön,schön,ADJD,ADJD,_,0,root,_,_,_,_,_,_,_
16,",",",","$,","$,",_,15,punct,_,_,_,_,_,_,_
17,nachts,nachts,ADV,ADV,_,22,advmod,_,_,_,_,_,_,_
18,in,in,APPR,APPR,_,20,case,_,_,_,_,in,p.Direction,p.Direction
19,den,den,ART,ART,_,20,det,_,_,_,_,_,_,_
20,Himmel,himmel,NOUN,NN,Number=Sing,22,nmod,_,_,_,_,_,_,_
21,zu,zu,PTKZU,PTKZU,_,22,aux,_,_,_,_,_,_,_
22,schauen,schauen,VVINF,VVINF,_,15,acl,_,_,_,_,_,_,_
23,.,.,$.,$.,_,15,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Auf allen Sternen wachsen Blumen . '',,,,,,,,,,,,,,
1,Auf,auf,APPR,APPR,_,3,case,_,_,_,_,auf,p.Locus,p.Locus
2,allen,allen,PIDAT,PIDAT,_,3,det,_,_,_,_,_,_,_
3,Sternen,sternen,NOUN,NN,Number=Sing,4,nmod,_,_,_,_,_,_,_
4,wachsen,wachsen,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
5,Blumen,blumen,NOUN,NN,Number=Sing,4,nsubj,_,_,_,_,_,_,_
6,.,.,$.,$.,_,4,punct,_,_,_,_,_,_,_
7,'','',NOUN,NN,Number=Sing,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Natürlich ... '',,,,,,,,,,,,,,
1,-,-,$[,$[,_,3,punct,_,_,_,_,_,_,_
2,``,``,NE,NE,_,3,punct,_,_,_,_,_,_,_
3,Natürlich,natürlich,ADV,ADV,_,0,root,_,_,_,_,_,_,_
4,...,...,$[,$[,_,3,punct,_,_,_,_,_,_,_
5,'','',VVFIN,VVFIN,_,3,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Es ist so wie mit dem Wasser .,,,,,,,,,,,,,,
1,-,-,$[,$[,_,2,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,0,root,_,_,_,_,_,_,_
3,Es,es,PPER,PPER,_,2,root,_,_,_,_,_,_,_
4,ist,ist,VAFIN,VAFIN,_,3,root,_,_,_,_,_,_,_
5,so,so,ADV,ADV,_,4,dep,_,_,_,_,_,_,_
6,wie,wie,KOKOM,KOKOM,_,5,case,_,_,_,_,wie,p.ComparisonRef,p.ComparisonRef
7,mit,mit,APPR,APPR,_,9,case,_,_,_,_,_,_,_
8,dem,dem,ART,ART,_,9,det,_,_,_,_,_,_,_
9,Wasser,wasser,NOUN,NN,Number=Sing,6,nmod,_,_,_,_,_,_,_
10,.,.,$.,$.,_,5,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Was du mir zu trinken gabst , war wie Musik , wegen der Rolle und des Seils ... erinnerst du dich ... es war köstlich . ''",,,,,,,,,,,,,,
1,Was,was,PWS,PWS,_,0,root,_,_,_,_,_,_,_
2,du,du,PPER,PPER,_,6,case,_,_,_,_,_,_,_
3,mir,mir,PPER,PPER,_,5,iobj,_,_,_,_,mir,p.Recipient,p.Recipient
4,zu,zu,PTKZU,PTKZU,_,5,aux,_,_,_,_,_,_,_
5,trinken,trinken,VVINF,VVINF,_,6,amod,_,_,_,_,_,_,_
6,gabst,gabst,VVFIN,VVFIN,_,1,nmod,_,_,_,_,_,_,_
7,",",",","$,","$,",_,6,punct,_,_,_,_,_,_,_
8,war,war,VAFIN,VAFIN,_,6,conj,_,_,_,_,_,_,_
9,wie,wie,KOKOM,KOKOM,_,10,case,_,_,_,_,wie,p.ComparisonRef,p.ComparisonRef
10,Musik,musik,NOUN,NN,Number=Sing,8,nmod,_,_,_,_,_,_,_
11,",",",","$,","$,",_,10,punct,_,_,_,_,_,_,_
12,wegen,wegen,APPR,APPR,_,14,case,_,_,_,_,wegen,p.Explanation,p.Explanation
13,der,der,ART,ART,_,14,det,_,_,_,_,_,_,_
14,Rolle,rolle,NOUN,NN,Number=Sing,10,conj,_,_,_,_,_,_,_
15,und,und,KON,KON,_,10,cc,_,_,_,_,_,_,_
16,des,des,ART,ART,_,17,det,_,_,_,_,_,_,_
17,Seils,seils,NOUN,NN,Number=Sing,10,conj,_,_,_,_,_,_,_
18,...,...,$[,$[,_,10,punct,_,_,_,_,_,_,_
19,erinnerst,erinnerst,VVFIN,VVFIN,_,10,conj,_,_,_,_,_,_,_
20,du,du,PPER,PPER,_,21,case,_,_,_,_,_,_,_
21,dich,dich,PRF,PRF,_,19,nmod,_,_,_,_,_,_,_
22,...,...,$[,$[,_,10,punct,_,_,_,_,_,_,_
23,es,es,PPER,PPER,_,25,nsubj,_,_,_,_,_,_,_
24,war,war,VAFIN,VAFIN,_,25,cop,_,_,_,_,_,_,_
25,köstlich,köstlich,ADJD,ADJD,_,10,conj,_,_,_,_,_,_,_
26,.,.,$.,$.,_,10,punct,_,_,_,_,_,_,_
27,'','',VVPP,VVPP,_,10,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Natürlich ... '',,,,,,,,,,,,,,
1,-,-,$[,$[,_,3,punct,_,_,_,_,_,_,_
2,``,``,NE,NE,_,3,punct,_,_,_,_,_,_,_
3,Natürlich,natürlich,ADV,ADV,_,0,root,_,_,_,_,_,_,_
4,...,...,$[,$[,_,3,punct,_,_,_,_,_,_,_
5,'','',VVFIN,VVFIN,_,3,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Du wirst nachts die Sterne beobachten .,,,,,,,,,,,,,,
1,-,-,$[,$[,_,8,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,8,punct,_,_,_,_,_,_,_
3,Du,du,PPER,PPER,_,4,det,_,_,_,_,_,_,_
4,wirst,wirst,VAFIN,VAFIN,_,8,nsubj,_,_,_,_,_,_,_
5,nachts,nachts,ADV,ADV,_,8,advmod,_,_,_,_,_,_,_
6,die,die,ART,ART,_,7,det,_,_,_,_,_,_,_
7,Sterne,sterne,NOUN,NN,Number=Sing,8,dobj,_,_,_,_,_,_,_
8,beobachten,beobachten,VVINF,VVINF,_,0,root,_,_,_,_,_,_,_
9,.,.,$.,$.,_,8,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Mein Stern ist so klein , dass ich dir nicht zeigen kann , wo genau er sich befindet .",,,,,,,,,,,,,,
1,Mein,mein,PPOSAT,PPOSAT,_,2,det,_,_,_,_,mein,p.Gestalt,p.Gestalt
2,Stern,stern,NOUN,NN,Number=Sing,5,nsubj,_,_,_,_,_,_,_
3,ist,ist,VAFIN,VAFIN,_,5,cop,_,_,_,_,_,_,_
4,so,so,ADV,ADV,_,5,advmod,_,_,_,_,_,_,_
5,klein,klein,ADJD,ADJD,_,0,root,_,_,_,_,_,_,_
6,",",",","$,","$,",_,5,punct,_,_,_,_,_,_,_
7,dass,dass,KOUS,KOUS,_,11,mark,_,_,_,_,_,_,_
8,ich,ich,PPER,PPER,_,11,nsubj,_,_,_,_,_,_,_
9,dir,dir,PRF,PRF,_,11,dobj,_,_,_,_,dir,p.Experiencer,p.Recipient
10,nicht,nicht,PTKNEG,PTKNEG,_,11,neg,_,_,_,_,_,_,_
11,zeigen,zeigen,VVINF,VVINF,_,5,ccomp,_,_,_,_,_,_,_
12,kann,kann,VMFIN,VMFIN,_,11,aux,_,_,_,_,_,_,_
13,",",",","$,","$,",_,11,punct,_,_,_,_,_,_,_
14,wo,wo,PWAV,PWAV,_,15,advmod,_,_,_,_,_,_,_
15,genau,genau,ADV,ADV,_,11,parataxis,_,_,_,_,_,_,_
16,er,er,PPER,PPER,_,15,nsubj,_,_,_,_,_,_,_
17,sich,sich,PRF,PRF,_,15,dobj,_,_,_,_,_,_,_
18,befindet,befindet,VVFIN,VVFIN,_,15,xcomp,_,_,_,_,_,_,_
19,.,.,$.,$.,_,5,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Es ist besser so .,,,,,,,,,,,,,,
1,Es,es,PPER,PPER,_,4,nsubj,_,_,_,_,_,_,_
2,ist,ist,VAFIN,VAFIN,_,4,cop,_,_,_,_,_,_,_
3,besser,besser,ADJD,ADJD,_,4,advmod,_,_,_,_,_,_,_
4,so,so,ADV,ADV,_,0,root,_,_,_,_,_,_,_
5,.,.,$.,$.,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Mein Stern wird einer der Sterne für dich sein .,,,,,,,,,,,,,,
1,Mein,mein,PPOSAT,PPOSAT,_,2,det,_,_,_,_,mein,p.Gestalt,p.Gestalt
2,Stern,stern,NOUN,NN,Number=Sing,0,root,_,_,_,_,_,_,_
3,wird,wird,VAFIN,VAFIN,_,2,case,_,_,_,_,_,_,_
4,einer,einer,PIS,PIS,_,3,dep,_,_,_,_,_,_,_
5,der,der,ART,ART,_,6,det,_,_,_,_,_,_,_
6,Sterne,sterne,NOUN,NN,Number=Sing,4,det,_,_,_,_,_,_,_
7,für,für,APPR,APPR,_,8,case,_,_,_,_,für,p.Experiencer,p.Beneficiary
8,dich,dich,PPER,PPER,_,6,nmod,_,_,_,_,_,_,_
9,sein,sein,VAINF,VAINF,_,6,cop,_,_,_,_,_,_,_
10,.,.,$.,$.,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = So wirst du alle Sterne gerne anschauen ... sie alle werden deine Freunde sein .,,,,,,,,,,,,,,
1,So,so,ADV,ADV,_,2,advmod,_,_,_,_,_,_,_
2,wirst,wirst,VAFIN,VAFIN,_,7,advmod,_,_,_,_,_,_,_
3,du,du,PPER,PPER,_,7,aux,_,_,_,_,_,_,_
4,alle,alle,PIDAT,PIDAT,_,5,det,_,_,_,_,_,_,_
5,Sterne,sterne,NOUN,NN,Number=Sing,7,dobj,_,_,_,_,_,_,_
6,gerne,gerne,ADV,ADV,_,7,advmod,_,_,_,_,_,_,_
7-1,an,anschauen,VVINF,VVINF,_,0,root,_,_,_,_,_,p.Direction,p.Direction
7-2,schauen,anschauen,VVINF,VVINF,_,0,root,_,_,_,_,_,_,_
8,...,...,$[,$[,_,7,punct,_,_,_,_,_,_,_
9,sie,sie,PPER,PPER,_,14,dobj,_,_,_,_,_,_,_
10,alle,alle,PIS,PIS,_,14,nsubj,_,_,_,_,_,_,_
11,werden,werden,VAFIN,VAFIN,_,14,aux,_,_,_,_,_,_,_
12,deine,deine,PPOSAT,PPOSAT,_,13,det,_,_,_,_,deine,p.SocialRel,p.Gestalt
13,Freunde,freunde,NOUN,NN,Number=Sing,14,dobj,_,_,_,_,_,_,_
14,sein,sein,VAINF,VAINF,_,7,xcomp,_,_,_,_,_,_,_
15,.,.,$.,$.,_,7,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Dann werde ich dir ein Geschenk machen ... '',,,,,,,,,,,,,,
1,Dann,dann,ADV,ADV,_,7,advmod,_,_,_,_,_,_,_
2,werde,werde,VAFIN,VAFIN,_,7,aux,_,_,_,_,_,_,_
3,ich,ich,PPER,PPER,_,7,nsubj,_,_,_,_,_,_,_
4,dir,dir,PRF,PRF,_,7,iobj,_,_,_,_,dir,p.Recipient,p.Recipient
5,ein,ein,ART,ART,_,6,det,_,_,_,_,_,_,_
6,Geschenk,geschenk,NOUN,NN,Number=Sing,7,dobj,_,_,_,_,_,_,_
7,machen,machen,VVINF,VVINF,_,0,root,_,_,_,_,_,_,_
8,...,...,$[,$[,_,7,punct,_,_,_,_,_,_,_
9,'','',VVINF,VVINF,_,7,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = ##,,,,,,,,,,,,,,
1,##,##,XY,XY,_,0,root,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Wieder lachte er .,,,,,,,,,,,,,,
1,Wieder,wieder,ADV,ADV,_,2,advmod,_,_,_,_,_,_,_
2,lachte,lachte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,er,er,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
4,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Ach !,,,,,,,,,,,,,,
1,-,-,$[,$[,_,3,punct,_,_,_,_,_,_,_
2,``,``,NOUN,NN,Number=Sing,3,punct,_,_,_,_,_,_,_
3,Ach,ach,ITJ,ITJ,_,0,root,_,_,_,_,_,_,_
4,!,!,$.,$.,_,3,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Kleiner Kerl , kleiner Kerl ich liebe dieses Lachen ! ''",,,,,,,,,,,,,,
1,Kleiner,kleiner,ADJA,ADJA,_,2,amod,_,_,_,_,_,_,_
2,Kerl,kerl,NOUN,NN,Number=Sing,0,root,_,_,_,_,_,_,_
3,",",",","$,","$,",_,2,punct,_,_,_,_,_,_,_
4,kleiner,kleiner,ADJA,ADJA,_,5,amod,_,_,_,_,_,_,_
5,Kerl,kerl,NOUN,NN,Number=Sing,7,dobj,_,_,_,_,_,_,_
6,ich,ich,PPER,PPER,_,7,nsubj,_,_,_,_,_,_,_
7,liebe,liebe,VVFIN,VVFIN,_,2,ccomp,_,_,_,_,_,_,_
8,dieses,dieses,PDAT,PDAT,_,9,det,_,_,_,_,_,_,_
9,Lachen,lachen,NOUN,NN,Number=Sing,7,det,_,_,_,_,_,_,_
10,!,!,$.,$.,_,2,punct,_,_,_,_,_,_,_
11,'','',NE,NE,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Genau das wird mein Geschenk sein ... es wird so sein wie mit dem Wasser ... '',,,,,,,,,,,,,,
1,-,-,$[,$[,_,3,punct,_,_,_,_,_,_,_
2,``,``,ADJD,ADJD,_,3,punct,_,_,_,_,_,_,_
3,Genau,genau,ADV,ADV,_,0,root,_,_,_,_,_,_,_
4,das,das,PDS,PDS,_,8,dobj,_,_,_,_,_,_,_
5,wird,wird,VAFIN,VAFIN,_,8,aux,_,_,_,_,_,_,_
6,mein,mein,PPOSAT,PPOSAT,_,7,det,_,_,_,_,mein,p.Originator,p.Gestalt
7,Geschenk,geschenk,NOUN,NN,Number=Sing,8,nsubj,_,_,_,_,_,_,_
8,sein,sein,VAINF,VAINF,_,3,root,_,_,_,_,_,_,_
9,...,...,$[,$[,_,8,punct,_,_,_,_,_,_,_
10,es,es,PPER,PPER,_,12,nsubjpass,_,_,_,_,_,_,_
11,wird,wird,VAFIN,VAFIN,_,12,auxpass,_,_,_,_,_,_,_
12,so,so,ADV,ADV,_,8,root,_,_,_,_,_,_,_
13,sein,sein,VAINF,VAINF,_,12,mwe,_,_,_,_,_,_,_
14,wie,wie,PWAV,PWAV,_,13,root,_,_,_,_,wie,p.ComparisonRef,p.ComparisonRef
15,mit,mit,APPR,APPR,_,17,case,_,_,_,_,_,_,_
16,dem,dem,ART,ART,_,17,det,_,_,_,_,_,_,_
17,Wasser,wasser,NOUN,NN,Number=Sing,14,nmod,_,_,_,_,_,_,_
18,...,...,$[,$[,_,14,punct,_,_,_,_,_,_,_
19,'','',VVFIN,VVFIN,_,18,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Was meinst du ? '',,,,,,,,,,,,,,
1,-,-,$[,$[,_,4,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,4,punct,_,_,_,_,_,_,_
3,Was,was,PWS,PWS,_,4,nsubj,_,_,_,_,_,_,_
4,meinst,meinst,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
5,du,du,NE,NE,_,4,det,_,_,_,_,_,_,_
6,?,?,$.,$.,_,5,punct,_,_,_,_,_,_,_
7,'','',NE,NE,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Die Menschen haben nicht die gleichen Sterne .,,,,,,,,,,,,,,
1,-,-,$[,$[,_,5,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,5,punct,_,_,_,_,_,_,_
3,Die,die,ART,ART,_,4,det,_,_,_,_,_,_,_
4,Menschen,menschen,NOUN,NN,Number=Sing,5,nsubj,_,_,_,_,_,_,_
5,haben,haben,VAFIN,VAFIN,_,0,root,_,_,_,_,_,_,_
6,nicht,nicht,PTKNEG,PTKNEG,_,5,neg,_,_,_,_,_,_,_
7,die,die,ART,ART,_,9,det,_,_,_,_,_,_,_
8,gleichen,gleichen,ADJA,ADJA,_,9,amod,_,_,_,_,_,_,_
9,Sterne,sterne,NOUN,NN,Number=Sing,5,dobj,_,_,_,_,_,_,_
10,.,.,$.,$.,_,5,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Den einen , die reisen , dienen die Sterne als Geleit .",,,,,,,,,,,,,,
1,Den,den,ART,ART,_,2,det,_,_,_,_,_,_,_
2,einen,einen,PIS,PIS,_,7,nsubj,_,_,_,_,_,_,_
3,",",",","$,","$,",_,2,punct,_,_,_,_,_,_,_
4,die,die,PRELS,PRELS,_,5,det,_,_,_,_,_,_,_
5,reisen,reisen,VVINF,VVINF,_,2,acl,_,_,_,_,_,_,_
6,",",",","$,","$,",_,5,punct,_,_,_,_,_,_,_
7,dienen,dienen,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
8,die,die,ART,ART,_,9,det,_,_,_,_,_,_,_
9,Sterne,sterne,NOUN,NN,Number=Sing,7,dobj,_,_,_,_,_,_,_
10,als,als,APPR,APPR,_,11,case,_,_,_,_,_,_,_
11,Geleit,geleit,NOUN,NN,Number=Sing,9,nmod,_,_,_,_,_,_,_
12,.,.,$.,$.,_,7,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Für andere sind es nur kleine Lichtpunkte .,,,,,,,,,,,,,,
1,Für,für,APPR,APPR,_,2,case,_,_,_,_,für,p.Experiencer,p.Beneficiary
2,andere,andere,PIS,PIS,_,7,nmod,_,_,_,_,_,_,_
3,sind,sind,VAFIN,VAFIN,_,7,cop,_,_,_,_,_,_,_
4,es,es,PPER,PPER,_,7,nsubj,_,_,_,_,_,_,_
5,nur,nur,ADV,ADV,_,7,advmod,_,_,_,_,_,_,_
6,kleine,kleine,ADJA,ADJA,_,7,amod,_,_,_,_,_,_,_
7,Lichtpunkte,lichtpunkte,NOUN,NN,Number=Sing,0,root,_,_,_,_,_,_,_
8,.,.,$.,$.,_,7,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Für wieder andere , für die Gelehrten , stellen sie Probleme dar .",,,,,,,,,,,,,,
1,Für,für,APPR,APPR,_,3,case,_,_,_,_,für,p.Experiencer,p.Beneficiary
2,wieder,wieder,ADV,ADV,_,3,advmod,_,_,_,_,_,_,_
3,andere,andere,PIS,PIS,_,0,root,_,_,_,_,_,_,_
4,",",",","$,","$,",_,3,punct,_,_,_,_,_,_,_
5,für,für,APPR,APPR,_,7,case,_,_,_,_,für,p.Experiencer,p.Beneficiary
6,die,die,ART,ART,_,7,det,_,_,_,_,_,_,_
7,Gelehrten,gelehrten,NOUN,NN,Number=Sing,9,nmod,_,_,_,_,_,_,_
8,",",",","$,","$,",_,7,punct,_,_,_,_,_,_,_
9,stellen,stellen,VVFIN,VVFIN,_,3,conj,_,_,_,_,_,_,_
10,sie,sie,PPER,PPER,_,9,nsubj,_,_,_,_,_,_,_
11,Probleme,probleme,NOUN,NN,Number=Sing,9,dobj,_,_,_,_,_,_,_
12,dar,dar,PTKVZ,PTKVZ,_,9,mark,_,_,_,_,_,_,_
13,.,.,$.,$.,_,3,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Für meinen Geschäftsmann waren sie Gold .,,,,,,,,,,,,,,
1,Für,für,APPR,APPR,_,3,case,_,_,_,_,für,p.Experiencer,p.Beneficiary
2,meinen,meinen,PPOSAT,PPOSAT,_,3,det,_,_,_,_,meinen,p.Gestalt,p.Gestalt
3,Geschäftsmann,geschäftsmann,NOUN,NN,Number=Sing,6,nmod,_,_,_,_,_,_,_
4,waren,waren,VAFIN,VAFIN,_,6,cop,_,_,_,_,_,_,_
5,sie,sie,PPER,PPER,_,6,nsubj,_,_,_,_,_,_,_
6,Gold,gold,NOUN,NN,Number=Sing,0,root,_,_,_,_,_,_,_
7,.,.,$.,$.,_,6,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Aber alle diese Sterne schweigen .,,,,,,,,,,,,,,
1,Aber,aber,KON,KON,_,5,advmod,_,_,_,_,_,_,_
2,alle,alle,PIDAT,PIDAT,_,5,nsubj,_,_,_,_,_,_,_
3,diese,diese,PDAT,PDAT,_,4,det,_,_,_,_,_,_,_
4,Sterne,sterne,NOUN,NN,Number=Sing,5,dobj,_,_,_,_,_,_,_
5,schweigen,schweigen,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
6,.,.,$.,$.,_,5,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Du wirst Sterne haben wie keiner sie hat ... '',,,,,,,,,,,,,,
1,Du,du,PPER,PPER,_,4,nsubj,_,_,_,_,_,_,_
2,wirst,wirst,VAFIN,VAFIN,_,3,nummod,_,_,_,_,_,_,_
3,Sterne,sterne,NE,NE,_,4,dobj,_,_,_,_,_,_,_
4,haben,haben,VAINF,VAINF,_,0,root,_,_,_,_,_,_,_
5,wie,wie,KOKOM,KOKOM,_,4,case,_,_,_,_,wie,p.Characteristic,p.ComparisonRef
6,keiner,keiner,PIS,PIS,_,8,mark,_,_,_,_,_,_,_
7,sie,sie,PPER,PPER,_,8,nsubj,_,_,_,_,_,_,_
8,hat,hat,VAFIN,VAFIN,_,5,advcl,_,_,_,_,_,_,_
9,...,...,$[,$[,_,8,punct,_,_,_,_,_,_,_
10,'','',VVPP,VVPP,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
